Product,Price,Payment_Type,Name,City,State,Country
TV,1200,Mastercard,Frank,Melbourne,Victoria,Australia
TV,1200,Visa,Angela,Ankeny                      ,IA,United States
TV,1200,Visa,Darren,Pittsboro                   ,NC,United States
TV,1200,Mastercard,Nikki,New Rochelle                ,NY,United States
TV,1200,Visa,chris,Gold Coast,Queensland,Australia
TV,1200,Visa,Stephanie,Brussels,Brussels (Bruxelles),Belgium
TV,1200,Visa,Anushka,Maple Ridge District Municipality,British Columbia,Canada
TV,1200,Mastercard,June ,Beachwood                   ,OH,United States
Laptop,3600,Diners,Baybars,Prince Albert,Saskatchewan,Canada
TV,1200,Mastercard,Bonnie,Saltsjobaden,Stockholm,Sweden
TV,1200,Visa,Cindy ,Kemble,England,United Kingdom
TV,1200,Mastercard,chrissy,W Lebanon                   ,NH,United States
TV,1200,Mastercard,Tamar,Headley,England,United Kingdom
Laptop,3600,Mastercard,Deirdre,Lausanne,Vaud,Switzerland
TV,1200,Mastercard,Bernadett,Southampton,England,United Kingdom
TV,1200,Visa,Dottie,Woodsboro                   ,MD,United States
TV,1200,Visa,Stefan,Stavanger,Rogaland,Norway
TV,1200,Visa,Gina,Red Deer,Alberta,Canada
TV,1200,Diners,Lynne,Memphis                     ,TN,United States
TV,1200,Mastercard,Tammy,Morges,Vaud,Switzerland
TV,1200,Visa,Kim,Calgary,Alberta,Canada
TV,1200,Visa,Bruce,Belleville,Ontario,Canada
TV,1200,Visa,Rosa Maria,Cincinnati                  ,OH,United States
TV,1200,Visa,Lydia,Comox,British Columbia,Canada
TV,1200,Visa,Eric,Gasperich,Luxembourg,Luxembourg
TV,1200,Mastercard,AnaPaula,Helens Bay,Northern Ireland,United Kingdom
TV,1200,Visa,Robin,Milan,Lombardy,Italy
TV,1200,Visa,Gitte,Staten Island               ,NY,United States
TV,1200,Visa,Dr. Claudia,Oslo,Oslo,Norway
TV,1200,Visa,Crystal,Farmington,Michigan,United States
TV,1200,Diners,Delphine,Santa Monica                ,CA,United States
TV,1200,Visa,nathalie,Calgary,Alberta,Canada
TV,1200,Mastercard,Lindi,Vancouver,British Columbia,Canada
Laptop,3600,Mastercard,Valda,Irvine                      ,CA,United States
Laptop,3600,Mastercard,Marcia,Telgte,Nordrhein-Westfalen,Germany
TV,1200,Mastercard,Kevin,Cheltenham,England,United Kingdom
TV,1200,Visa,Clare,Keller                      ,VA,United States
TV,1200,Visa,Alice,Nakskov,Storstrom,Denmark
TV,1200,Mastercard,ZENA,Honolulu                    ,HI,United States
TV,1200,Visa,Andrea,Bubuieci,Chisinau,Moldova
TV,1200,Visa,Rennae,Amelia Island               ,FL,United States
TV,1200,Visa,Gerhard,Alliston,Ontario,Canada
TV,1200,Amex,Megan,La Alberca,Murcia,Spain
TV,1200,Mastercard,Danielle,Rathgar,Dublin,Ireland
TV,1200,Mastercard,Tod,Coral Gables                ,FL,United States
TV,1200,Visa,Janaina,Miami                       ,FL,United States
TV,1200,Visa,Kofi,Vancouver,British Columbia,Canada
TV,1200,Visa,Jennifer,Jumeira,Dubayy,United Arab Emirates
TV,1200,Visa,Jolene ,Englewood                   ,CO,United States
TV,1200,Mastercard,anne,Bournemouth,England,United Kingdom
TV,1200,Mastercard,Alexis,Genoa                       ,IL,United States
TV,1200,Visa,Dez,Al 'Adliyah,Al Manamah,Bahrain
TV,1200,Visa,Stephanie,Rouen,Upper Normandy,France
TV,1200,Visa,Melissa ,Parkland                    ,FL,United States
TV,1200,Amex,CLARE,San Francisco               ,CA,United States
TV,1200,Mastercard,catherine,Keller                      ,VA,United States
TV,1200,Visa,Veronique ,Tsawwassen,British Columbia,Canada
TV,1200,Mastercard,Bruce and Camille,Clinton                     ,NJ,United States
TV,1200,Mastercard,Ellen,Owensboro                   ,KY,United States
TV,1200,Visa,Amy,Lakewood Village            ,TX,United States
TV,1200,Visa,Anna,Okotoks,Alberta,Canada
TV,1200,Mastercard,Regina,Glimmen,Groningen,Netherlands
TV,1200,Visa,Heidi,Calgary,Alberta,Canada
TV,1200,Visa,Jessica,Kanata,Ontario,Canada
TV,1200,Diners,Petra,Bergen,Nordrhein-Westfalen,Germany
TV,1200,Visa,Brian,College Park                ,MD,United States
TV,1200,Visa,Kenny,Kailua Kona                 ,HI,United States
TV,1200,Amex,ayse,Redondo Beach               ,CA,United States
TV,1200,Amex,Maria and Timothy,Fountain Hls                ,AZ,United States
TV,1200,Visa,IMAN,Brisbane,Queensland,Australia
TV,2100,Mastercard,Gerald,Mahopac                     ,NY,United States
TV,1200,Mastercard,Annelies,Ile-Perrot,Quebec,Canada
TV,1200,Amex,Jocelyn,Bruxelles,Brussels (Bruxelles),Belgium
TV,1200,Visa,Kara,Chicago                     ,IL,United States
TV,1200,Visa,Orsi,Rayford                     ,TX,United States
TV,1200,Visa,Ben,Escondido                   ,CA,United States
TV,1200,Visa,Sam,Tesvikiye,Istanbul,Turkey
TV,1200,Visa,Filip and Teresa,Centurion,Gauteng,South Africa
TV,1200,Visa,Grace ,York,England,United Kingdom
TV,1200,Visa,Chelsey ,Ashburn                     ,VA,United States
TV,1200,Amex,Charis,Los Angeles                 ,CA,United States
TV,1200,Visa,Marlene,Edgewood                    ,WA,United States
TV,1200,Visa,Fie,New York                    ,NY,United States
TV,1200,Diners,Nicole ,Basingstoke,England,United Kingdom
TV,1200,Diners,Linda,Den Haag,Zuid-Holland,Netherlands
TV,1200,Visa,Janet,Marietta                    ,GA,United States
TV,1200,Mastercard,Jamie,Houston                     ,TX,United States
TV,1200,Visa,Chad,West Orange                 ,NJ,United States
TV,1200,Mastercard,sunny,Amsterdam,Noord-Holland,Netherlands
TV,1200,Visa,Anna,Downey                      ,CA,United States
TV,1200,Diners,Roger,Urlingford,Kilkenny,Ireland
TV,1200,Mastercard,Si,Holte,Kobenhavn,Denmark
TV,1200,Visa,Sherri,Freienbach,Schwyz,Switzerland
TV,1200,Mastercard,Katherine,Hofheim am Taunus,Hessen,Germany
TV,1200,Mastercard,Clare,Lafayette                   ,CA,United States
TV,1200,Amex,Campbell,Mushrif,,Kuwait
TV,1200,Visa,Ruth,Nashville                   ,AR,United States
Laptop,3600,Visa,Cheryl,New Malden,England,United Kingdom
TV,1200,Visa,Doug,Bishop Auckland,England,United Kingdom
Mobile,7500,Mastercard,Julianne,Navan,Meath,Ireland
TV,1200,Visa,Shailesh,Joppa,MD,United States
TV,1200,Visa,Conrad,Joppa,MD,United States
TV,1200,Diners,Alison,Hampton                     ,NJ,United States
TV,1200,Mastercard,Tracy,Louisville                  ,KY,United States
TV,1200,Visa,Kate,Broadlands                  ,VA,United States
TV,1200,Diners,Sarka,Yellowknife,Northwest Territories,Canada
Laptop,3600,Visa,Therese,Los Angeles                 ,CA,United States
Laptop,3600,Visa,Abdul-L,New York                    ,NY,United States
Laptop,3600,Visa,heidi,Saint Paul                  ,MN,United States
Laptop,3600,Visa,jiyoung,New York                    ,NY,United States
TV,1200,Visa,Klara,Spring Lake Park            ,MN,United States
TV,1200,Mastercard,Andrew,Winnipeg,Manitoba,Canada
TV,1200,Visa,Vicki and Bill,Seattle                     ,WA,United States
TV,1200,Mastercard,David,Deptford                    ,NJ,United States
TV,1200,Mastercard,Antonella,Amsterdam,Noord-Holland,Netherlands
TV,1200,Visa,David,Alpharetta                  ,GA,United States
TV,1200,Visa,Greg,Washington                  ,DC,United States
TV,1200,Visa,Jannik ,Holmenkollen,Oslo,Norway
TV,1200,Visa,Sylvia,Zekeriyakoy,Istanbul,Turkey
TV,1200,Amex,Bernadette,Washington                  ,DC,United States
TV,1200,Diners,Denise,Montreal,Quebec,Canada
Laptop,3600,Visa,Caren,Braunschweig,Lower Saxony,Germany
TV,1200,Visa,luciana,Athens                      ,GA,United States
TV,1200,Diners,Maja,Hoschton                    ,GA,United States
Laptop,3600,Visa,Kristen,Binningen,Basel-Country,Switzerland
TV,1200,Visa,Kirstie,Royal Oak                   ,MI,United States
TV,1200,Visa,Scott ,Royal Oak                   ,MI,United States
TV,1200,Mastercard,Jammie,Belmont                     ,MA,United States
TV,1200,Mastercard,Frank,Old Greenwich               ,CT,United States
TV,1200,Mastercard,scott,Coconut Grove               ,FL,United States
TV,1200,Visa,Jiri,Vienna                      ,VA,United States
Laptop,3600,Visa,Bev,San Ramon                   ,CA,United States
TV,1200,Visa,Dave and Amy,Norfolk                     ,VA,United States
TV,1200,Mastercard,Rebecca,Norfolk                     ,VA,United States
TV,1200,Visa,Melissa,Aberdeen,Scotland,United Kingdom
TV,1200,Amex,jeremy,Charlestown,New South Wales,Australia
TV,1200,Visa,Randy,Wigan,England,United Kingdom
TV,1200,Visa,Djeiny,Rockville                   ,MD,United States
Mobile ,7500,Mastercard,Amanda,Shreveport                  ,LA,United States
TV,1200,Mastercard,Andrea ,Shreveport                  ,LA,United States
TV,1200,Amex,Joanna,Little Silver               ,NJ,United States
TV,1200,Visa,Jessica,Abbey Town,England,United Kingdom
TV,1200,Amex,alison,Mid City West               ,PA,United States
TV,1200,Visa,malin,Atlanta,Georgia,United States
Laptop,3600,Visa,Tiffany ,Paris,Ile-de-France,France
TV,1200,Visa,Genevieve,Milton Keynes,England,United Kingdom
TV,1200,Mastercard,Saraya,Dresden,Saxony,Germany
TV,1200,Mastercard,Anastasia,NYC                         ,NY,United States
TV,1200,Visa,Elizabeth,The Grange,Queensland,Australia
TV,1200,Visa,Nicole,Brookline                   ,MA,United States
TV,1200,Visa,Jeffrey,Montreal-Nord,Quebec,Canada
TV,1200,Mastercard,Blanca Gabriela ,Irving                      ,TX,United States
TV,1200,Amex,Elisa,Ottawa Hills                ,OH,United States
Laptop,3600,Mastercard,Patricia ,Portola Valley              ,CA,United States
TV,1200,Visa,Bob,Sydney,New South Wales,Australia
Mobile,7500,Visa,Kristyn,Kearns                      ,UT,United States
TV,1200,Visa,Elizabeth,Wollongong,New South Wales,Australia
TV,1200,Amex,Cathy,Brooklyn                    ,NY,United States
Laptop,3600,Amex,Kaylee,Penngrove                   ,CA,United States
TV,1200,Visa,suzanne,Lemont                      ,IL,United States
TV,1200,Mastercard,Cassandra,San Carlos                  ,CA,United States
TV,1200,Mastercard,Jennifer,Chicago                     ,IL,United States
TV,1200,Visa,nicole,Oslo,Oslo,Norway
TV,1200,Visa,Sean,Wantagh,NY,United States
TV,1200,Mastercard,Morgan,Coomera,Queensland,Australia
TV,1200,Diners,Harriet,Fort Oglethorpe             ,GA,United States
TV,1200,Mastercard,Janine,Corbin City                 ,NJ,United States
TV,1200,Mastercard,Debora,Lakeside                    ,CA,United States
TV,1200,Visa,Vishpala,Margate                     ,FL,United States
TV,1200,Amex,Emer,South Palm Beach            ,FL,United States
TV,1200,Diners,john,New York                    ,NY,United States
TV,1200,Mastercard,lailani,Anchorage                   ,AK,United States
Laptop,3600,Visa,STEPHANIE,Mona Vale,New South Wales,Australia
TV,1200,Visa,Tricia,Castricum,Noord-Holland,Netherlands
TV,1200,Visa,Celina,North Brunswick             ,NJ,United States
Laptop,3600,Visa,Rosemary,Jacksonville                ,FL,United States
TV,1200,Visa,Patrick,Baytown                     ,TX,United States
TV,1200,Mastercard,Jacob,Winter Haven                ,FL,United States
TV,1200,Visa,elisabeth,Gonzaga Univ                ,WA,United States
Laptop,3600,Visa,ayelet,Malmo,Skane,Sweden
Laptop,3600,Visa,seemab,San Pawl tat-Targa, ,Malta
Laptop,3600,Amex,Lucien,Wiesbaden,Hessen,Germany
TV,1200,Visa,Kevin ,London,England,United Kingdom
TV,1200,Mastercard,Liban,Stavanger,Rogaland,Norway
Laptop,3600,Diners,Lesley,Cork,Cork,Ireland
TV,1200,Visa,Marie,Winchester                  ,MA,United States
TV,1200,Visa,Charlene,Calgary,Alberta,Canada
TV,1200,Visa,Orit,Dallas                      ,TX,United States
TV,1200,Visa,Alan,Malahide,Dublin,Ireland
Laptop,3600,Mastercard,Anja Langer,Saint Paul                  ,MN,United States
TV,1200,Visa,Lina,Edinburgh,Scotland,United Kingdom
TV,1200,Amex,Larry,Naarden,Noord-Holland,Netherlands
TV,1200,Visa,Jessica,Oldenburg,Lower Saxony,Germany
Mobile,7500,Visa,Marion,Rennes,Brittany,France
TV,1200,Amex,Eric,Ely                         ,NV,United States
TV,1200,Amex,Miriane,Norfolk                     ,VA,United States
TV,1200,Visa,Jeff,Houston                     ,TX,United States
TV,1200,Diners,christina,Chepel,Budapest,Hungary
TV,1200,Mastercard,Shannon,Buffalo Grove               ,IL,United States
TV,1200,Mastercard,Angela,Newburgh,Scotland,United Kingdom
TV,1200,Visa,Angela,Vienna,Vienna,Austria
TV,1200,Mastercard,Elaine,Vicenza,Veneto,Italy
TV,1200,Visa,Helen,Mechanics Grove             ,PA,United States
Laptop,3600,Amex,Fatisha,Miami                       ,FL,United States
TV,1200,Visa,Nina,Silver Spring               ,MD,United States
Laptop,3600,Visa,Barbara,Kirriemuir,Scotland,United Kingdom
TV,1200,Diners,Karen,Roquefort,Provence-Alpes-Cote d'Azur,France
TV,1200,Visa,Georgina,Portland                    ,OR,United States
TV,1200,Diners,Kellie,Staten Island               ,NY,United States
TV,1200,Mastercard,Terry,San Antonio                 ,TX,United States
Laptop,3600,Visa,LAURIE,Guildford,England,United Kingdom
TV,1200,Visa,frauke,Horten,Vestfold,Norway
Laptop,3600,Mastercard,Cindy,Englewood                   ,CO,United States
TV,1200,Visa,Simone,San Antonio                 ,TX,United States
TV,1200,Visa,Hilde ,Princeville                 ,HI,United States
TV,1200,Visa,Leah,Castleknock,Dublin,Ireland
TV,1200,Visa,Laine,Castleknock,Dublin,Ireland
TV,1200,Visa,kirsten,Bishops Stortford,England,United Kingdom
Laptop,3600,Mastercard,Elizabeth,Den Haag,Zuid-Holland,Netherlands
TV,1200,Mastercard,Anna,Lafayette                   ,CA,United States
TV,1200,Diners,Babs,Blackpool,England,United Kingdom
TV,1200,Mastercard,Gerlinde,Hellerup,Kobenhavn,Denmark
TV,1200,Mastercard,Hollyn,London,England,United Kingdom
TV,1200,Visa,leiser,N Java                      ,NY,United States
Laptop,3600,Mastercard,Irene,Munich,Bayern,Germany
TV,1200,Amex,Lisa,Brulon,Pays de la Loire,France
TV,1200,Visa,Ann,Austin                      ,TX,United States
TV,1200,Mastercard,Nichol Jane,Midland Park                ,NJ,United States
TV,1200,Amex,Beatriz,Centerport                  ,NY,United States
TV,1200,Mastercard,corina,Neustift am Walde,Vienna,Austria
TV,1200,Mastercard,manon,Neustift am Walde,Vienna,Austria
TV,1200,Diners,Isabelle,Shorewood                   ,MN,United States
TV,1200,Visa,Lynne,Southlake                   ,TX,United States
TV,1200,Mastercard,Doug,Huntington                  ,NY,United States
TV,1200,Mastercard,AMY,The Woodlands               ,TX,United States
TV,1200,Visa,Kim,Kelowna,British Columbia,Canada
TV,1200,Mastercard,HELIDA,White House                 ,TN,United States
TV,1200,Visa,Cameron,Rungsted,Frederiksborg,Denmark
TV,1200,Mastercard,Wendy,Lake Mahopac                ,NY,United States
Laptop,3600,Mastercard,Jane,Biot,Provence-Alpes-Cote d'Azur,France
Laptop,3600,Visa,shelby,Plantation                  ,FL,United States
TV,1200,Mastercard,Tara,Killiney,Dublin,Ireland
TV,1200,Amex,James,Guer,Brittany,France
TV,800,Amex,Heloise ,Arlington                   ,VA,United States
TV,1200,Mastercard,Gabriel,Three Hills,Alberta,Canada
TV,1200,Visa,Jodie ,Great Falls,Virginia,United States
TV,1200,Amex,Jeremy,London,England,United Kingdom
TV,1200,Visa,Helga,Clontarf,Dublin,Ireland
TV,1200,Visa,Eleanor,Vancouver,British Columbia,Canada
TV,1200,Diners,Miss,London,England,United Kingdom
TV,1200,Visa,Marie,Dickerson                   ,MD,United States
TV,1200,Mastercard,Lisa,Princeton                   ,NJ,United States
TV,1200,Mastercard,Priska,Calgary,Alberta,Canada
TV,1200,Visa,Katrine,North Tustin                ,CA,United States
TV,1200,Amex,Lisa,Gurgaon,Haryana,India
TV,1200,Visa,Sabrina,Rambouillet,Ile-de-France,France
TV,1200,Visa,prof,Gladwyne                    ,PA,United States
TV,1200,Mastercard,KeithMichelle,Houston                     ,TX,United States
TV,1200,Mastercard,Kim,London,England,United Kingdom
TV,1200,Visa,anissa,Slough,England,United Kingdom
TV,1200,Mastercard,john,Glan-Munchweiler,Rhineland-Palatinate,Germany
Laptop,3600,Visa,Miye,Downingtown                 ,PA,United States
TV,1200,Diners,Heidi,MT Pleasant                 ,TX,United States
TV,1200,Mastercard,T,Veigy-Foncenex,Rhone-Alpes,France
Laptop,3600,Visa,Daniele,Katy                        ,TX,United States
TV,1200,Diners,luisa,Gorey, ,Jersey
TV,1200,Visa,Nadine,Belgrade                    ,MT,United States
TV,1200,Mastercard,Tina,Calgary,Alberta,Canada
TV,1200,Diners,Damali,Toronto,Ontario,Canada
TV,1200,Visa,Katherine,Corrales                    ,NM,United States
TV,1200,Visa,Kathryn,Cork,Cork,Ireland
TV,1200,Diners,Veronique,Tenafly                     ,NJ,United States
TV,1200,Visa,Erica,Leesburg                    ,VA,United States
TV,1200,Visa,L,Alcona,Ontario,Canada
TV,1200,Mastercard,Diana,Kuala Lumpur,Kuala Lumpur,Malaysia
TV,1200,Mastercard,Emma,Sydney,New South Wales,Australia
TV,1200,Visa,Marina,Nerang,Queensland,Australia
TV,1200,Mastercard,Natalie ,Bryceville                  ,FL,United States
TV,1200,Diners,Brenda,Saffron Walden,England,United Kingdom
TV,1200,Diners,Nita,Sutton,Dublin,Ireland
TV,1200,Mastercard,Marian,Durban,KwaZulu-Natal,South Africa
TV,1200,Visa,Kevin,Berkeswell,England,United Kingdom
TV,1200,Visa,cari,Dryden                      ,VA,United States
TV,1200,Visa,Cassandra,Santry,Dublin,Ireland
TV,1200,Amex,Christof and Heidi,Barcelona,Catalonia,Spain
TV,1200,Visa,Ina,Fayetteville                ,NC,United States
TV,1200,Visa,Lisa,Anse Comeau,Quebec,Canada
TV,1200,Visa,Camille and Carmen,Thorlakshofn, ,Iceland
Laptop,3600,Visa,Trina,Overland                    ,KS,United States
TV,1200,Visa,Ginger,King City,Ontario,Canada
TV,1200,Visa,breon,Leighton Buzzard,England,United Kingdom
TV,1200,Visa,Marion,Umea,Vasterbotten,Sweden
TV,1200,Mastercard,Pia ,Sola,Rogaland,Norway
TV,1200,Visa,Dr. Donald,Stockton-on-Tees,England,United Kingdom
Laptop,3600,Visa,Jenna and Paul,Senatobia                   ,MS,United States
TV,1200,Mastercard,Rebecca,Berlin,Berlin,Germany
TV,1200,Mastercard,Monique,Waldorf                     ,MD,United States
TV,1200,Diners,lilia ,Brooklyn                    ,NY,United States
TV,1200,Mastercard,Lainey,Lakeville                   ,MN,United States
Laptop,3600,Mastercard,Jag,Saint-Cergues,Rhone-Alpes,France
TV,1200,Mastercard,Charlene ,Vancouver,British Columbia,Canada
TV,1200,Amex,Fiona,Stamford                    ,CT,United States
TV,1200,Mastercard,burt,Rathfarnham,Dublin,Ireland
Laptop,3600,Visa,Maggie,Paris,Ile-de-France,France
TV,1200,Mastercard,Stanford,Howell                      ,MI,United States
TV,1200,Amex,ruth,Encinitas                   ,CA,United States
TV,1200,Visa,Courtney,Atchison                    ,KS,United States
Laptop,3600,Amex,Courtney,Mililani                    ,HI,United States
TV,1200,Diners,Anthony,Victor                      ,NY,United States
TV,1200,Visa,Eleanor,Fairbanks                   ,AK,United States
TV,1200,Visa,GAIA,Soro,Vestsjalland,Denmark
TV,1200,Mastercard,Zane,Warlingham,England,United Kingdom
TV,1200,Mastercard,Beate,Hamburg,Hamburg,Germany
TV,1200,Amex,BALA,Accokeek                    ,MD,United States
TV,1200,Visa,Mrs,Sunnyvale                   ,CA,United States
TV,1200,Diners,Vanessa,Ithaca                      ,NY,United States
TV,1200,Amex,Amanda,Houston                     ,TX,United States
TV,1200,Mastercard,alex ,Farmingtn Hls               ,MI,United States
TV,1200,Mastercard,T,Brooklyn                    ,NY,United States
TV,1200,Mastercard,Alva and Martin,Great Falls                 ,VA,United States
TV,1200,Visa,Anett,Gosport,England,United Kingdom
Laptop,3600,Mastercard,Jacqui,Scottsdale                  ,AZ,United States
TV,1200,Visa,KERRY,Sunnyvale                   ,CA,United States
TV,1200,Visa,DeeDee,Songnae-dong,Soul-t'ukpyolsi,South Korea
Laptop,3600,Mastercard,leanne,Clyde Hill                  ,WA,United States
TV,1200,Visa,katie,Ruschlikon,Zurich,Switzerland
TV,1200,Visa,Marina,Minneapolis                 ,MN,United States
TV,1200,Visa,camilla,Chicago                     ,IL,United States
TV,1200,Visa,pirunkit,Petworth,England,United Kingdom
TV,1200,Diners,Kathrin,Abu Dhabi,Abu Zaby,United Arab Emirates
TV,1200,Mastercard,Kate,Stockholm,Stockholm,Sweden
TV,1200,Mastercard,Maie,Queen Creek                 ,AZ,United States
TV,1250,Mastercard,verena,Queen Creek                 ,AZ,United States
TV,1200,Visa,Marie-Christine,Durham                      ,NC,United States
TV,1200,Mastercard,Gabriella,Austin                      ,TX,United States
TV,1200,Mastercard,valerie et nicolas,Glenn Dale                  ,MD,United States
TV,1200,Visa,Nicole,Aardal,Sogn og Fjordane,Norway
TV,1200,Visa,Renee,Edinburg                    ,TX,United States
TV,1200,Mastercard,Nicole,South Melbourne,Victoria,Australia
TV,1200,Mastercard,Joachim,Fortaleza,Ceara,Brazil
TV,1200,Visa,Monica ,Weston                      ,CT,United States
TV,1200,Visa,Nanci,Reading,England,United Kingdom
TV,1200,Mastercard,Laura,Coconut Grove               ,FL,United States
TV,1200,Visa,ciara and mike,London,England,United Kingdom
TV,1200,Visa,Sarah,San Francisco               ,CA,United States
Laptop,3600,Mastercard,Anne-line,Zug,Zug,Switzerland
Laptop,3600,Mastercard,Ulrika,Scottsdale                  ,AZ,United States
TV,1200,Amex,leigh,Potomac Falls               ,VA,United States
TV,1200,Mastercard,Nuria,Superior                    ,CO,United States
TV,1200,Mastercard,Tejal,London,England,United Kingdom
TV,1200,Mastercard,Ignacio,Engleside                   ,VA,United States
TV,1200,Visa,ZOE,New Plymouth City,Taranaki,New Zealand
TV,1200,Mastercard,nihan,Roanoke                     ,VA,United States
TV,1200,Visa,alan,Norcross                    ,GA,United States
TV,1200,Amex,lydia,Sandy Plains                ,GA,United States
TV,1200,Visa,Tracey,Saint Catharines,Ontario,Canada
TV,1200,Visa,Anja,Gainesville                 ,VA,United States
TV,1200,Diners,Jennifer,Nordstrand,Oslo,Norway
TV,1200,Visa,Holly,Arlington                   ,MA,United States
TV,1200,Diners,megan,West Hills                  ,CA,United States
TV,1200,Mastercard,Tarah,San Jose                    ,CA,United States
TV,1200,Visa,Gerardo,London,England,United Kingdom
TV,1200,Visa,Joanne,Oak Park                    ,MI,United States
TV,1200,Visa,Margaret,Terrell Hills               ,TX,United States
TV,1200,Visa,Laura,Jumeira,Dubayy,United Arab Emirates
TV,1200,Visa,Whitney,Falmouth                    ,VA,United States
TV,1200,Visa,Ravinder,Lurgan,Northern Ireland,United Kingdom
TV,1200,Visa,Pam,Richmond                    ,TX,United States
TV,1200,Mastercard,Celina,Den Haag,Zuid-Holland,Netherlands
TV,1200,Diners,Heather,Ooltewah                    ,TN,United States
TV,1200,Mastercard,Kathryn,Pacific Beach               ,CA,United States
TV,1200,Visa,Michele ,Austin                      ,TX,United States
TV,1200,Visa,Craig,Seattle                     ,WA,United States
TV,1200,Visa,Kim,Seattle                     ,WA,United States
TV,1200,Amex,maria,Ottawa,Ontario,Canada
TV,1200,Visa,Elaine,Vienna                      ,VA,United States
TV,1200,Visa,Madison,Torbay,Auckland,New Zealand
TV,1200,Visa,Amanda,Shenfield,England,United Kingdom
TV,1200,Visa,Krista,Bergen,Hordaland,Norway
TV,1200,Visa,Sarah,Bolton,England,United Kingdom
TV,1200,Mastercard,Sarah,Sandymount,Dublin,Ireland
Laptop,3600,Amex,Pamela,Bellinzona,Ticino,Switzerland
TV,1200,Visa,Christine,Antwerpen,Antwerpen,Belgium
Mobile,7500,Mastercard,Diana,Campinas,Sao Paulo,Brazil
TV,1200,Amex,mary,Nacka,Stockholm,Sweden
TV,1200,Visa,Helena,Fremont                     ,CA,United States
TV,1200,Visa,nina,Warwick,Queensland,Australia
TV,1200,Amex,Mark,Holmdel                     ,NJ,United States
TV,1200,Visa,alice and rudolf,Baltimore                   ,MD,United States
TV,1200,Visa,Costanza,Saggart,Dublin,Ireland
TV,1200,Mastercard,Yoko,Andover                     ,MA,United States
TV,1200,Mastercard,Barbara,La Crescenta                ,CA,United States
TV,1200,Mastercard,Kit,Suwanee                     ,GA,United States
Laptop,3600,Visa,cristina,Seattle                     ,WA,United States
